"seed_case2","seed_case6","case_id","oracle","uniform_final","exact_final","gi1_final"
5050,6060,"1q_L1_bures",10.1452407044346,11.2056842058007,10.3171614730324,10.1872060405448
5050,6060,"1q_L2_observable",13.7829318403596,14.6778021521274,13.8844779091777,13.8554274647686
