"case_id","oracle","uniform_final","exact_final","gi1_final"
"1q_L1_bures",10.1452407044346,11.6252773928037,10.7869898597041,10.2276802249717
"1q_L2_observable",13.7829318403596,15.3359474635602,13.9336266309343,13.9851324115682
