"case_id","cvxr_status","oracle_cvxr","oracle_mirror","abs_diff"
"1q_L1_bures","optimal",10.1452407044346,10.1452408420896,1.37654966536616e-07
"1q_L2_observable","optimal",13.7829318403596,13.7829258041443,6.03621531958254e-06
