"run","case_id","oracle","uniform_final","exact_final","gi1_final"
"nrep3","1q_L1_bures",10.1452407044346,11.671348639326,10.9678278085619,10.8554939770024
"nrep3","1q_L2_observable",13.7829318403596,14.8747546110858,14.1228499005012,14.1868744583363
