"run","case_id","oracle","uniform_final","exact_final","gi1_final","uniform_gap","exact_gap","gi1_gap"
"baseline_nrep1_seedbase2026","1q_L1_bures",10.1452407044346,11.85794269794,11.0745234047348,10.6444399440371,1.71270199350541,0.929282700300174,0.499199239602497
"baseline_nrep1_seedbase2026","1q_L2_observable",13.7829318403596,14.7509923430403,14.2692434684741,13.818903824303,0.96806050268067,0.486311628114429,0.0359719839433748
"seedcheck_nrep1_case2=3030_case6=4040","1q_L1_bures",10.1452407044346,11.6252773928037,10.7869898597041,10.2276802249717,1.4800366883691,0.641749155269499,0.0824395205370987
"seedcheck_nrep1_case2=3030_case6=4040","1q_L2_observable",13.7829318403596,15.3359474635602,13.9336266309343,13.9851324115682,1.5530156232006,0.1506947905747,0.2022005712086
"seedcheck_nrep1_case2=5050_case6=6060","1q_L1_bures",10.1452407044346,11.2056842058007,10.3171614730324,10.1872060405448,1.0604435013661,0.171920768597799,0.0419653361101986
"seedcheck_nrep1_case2=5050_case6=6060","1q_L2_observable",13.7829318403596,14.6778021521274,13.8844779091777,13.8554274647686,0.8948703117678,0.1015460688181,0.0724956244089991
"nrep3","1q_L1_bures",10.1452407044346,11.671348639326,10.9678278085619,10.8554939770024,1.5261079348914,0.822587104127299,0.710253272567799
"nrep3","1q_L2_observable",13.7829318403596,14.8747546110858,14.1228499005012,14.1868744583363,1.0918227707262,0.339918060141599,0.4039426179767
