"case_num","case_id","system","library","loss","policy","n","mse_mean","mse_sd","mse_se","distance_mean","distance_sd","distance_se","min_eig_mean","min_eig_sd","min_eig_se"
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",37,0.0086562866454198,0.00283069833788751,0.00163430444737398,0.184191954674584,0.0323682811136604,0.0186878358141773,0.0263281414961908,0.0313782968635232,0.0181162681408671
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",38,0.0120920511355722,0.00723317598686176,0.00417607610311057,0.212745985485163,0.068271702068673,0.0394166855673823,0.0243825100204704,0.035279629163026,0.0203687033941832
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",39,0.0132470617446185,0.00544041602213492,0.00314102565488315,0.227177684885342,0.0454732855962221,0.0262540136799156,0.0209375523989063,0.0345328360469542,0.0199375421875902
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",40,0.0124824993230878,0.00782907406788571,0.00452011802059933,0.216405767653113,0.0681748599428489,0.0393607737399689,0.0195691490238886,0.0321627095626931,0.0185691490238886
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",41,0.0115785241711263,0.00173221989079741,0.00100009762024751,0.214819832921426,0.0158051922536242,0.00912513200222371,0.0187943768582361,0.0308207573519792,0.0177943725537933
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",42,0.0146423914707861,0.00150310423578586,0.000867817635151035,0.241795844602112,0.0125101208804523,0.00722272165792391,0.0169736290705059,0.0276671369046048,0.0159736289395798
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",43,0.0150138466219155,0.000978213587428551,0.000564771878026824,0.244974921695114,0.00800070885625055,0.00461921141186408,0.0157847367319999,0.0256079151963537,0.0147847367319999
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",44,0.0146664973230119,0.00156874790301769,0.000905717024097926,0.241973433300845,0.0131251782073247,0.00757782517116074,0.0147274636468709,0.0237766616752112,0.0137274620186138
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",45,0.0140713474480753,0.00403663967919016,0.00233055500540196,0.235716447041693,0.0329350812890039,0.0190150780479886,0.0126932490328656,0.0202533014304788,0.0116932490328656
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",46,0.0157810739896418,0.00933441394499447,0.00538922640386995,0.244433919584914,0.0711655279779771,0.041087436735107,0.0134373100504077,0.02154204834646,0.0124373074117246
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",47,0.0172794367126963,0.0105998158367638,0.00611980652671607,0.255308606097143,0.0768302919119719,0.0443579897172945,0.0112859289318185,0.0178157412340009,0.0102859229972631
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",48,0.0173754305653593,0.00691581144281798,0.00399284559817565,0.260162339351712,0.0522103358227305,0.0301436514417342,0.0146257254754575,0.0236004344932217,0.0136257172076537
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",49,0.0168902017285318,0.00734435494144488,0.00424026530246736,0.25581975317357,0.0563523841599557,0.0325350641642276,0.0136799787226814,0.0219623661020275,0.0126799779810467
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",50,0.0172413818336628,0.00688561548548894,0.0039754119540833,0.259183922211505,0.0518057207513565,0.0299100468213582,0.0128285047937547,0.020487570006116,0.0118285040580724
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",51,0.0175869487070417,0.00889698731154407,0.00513667801929665,0.259564201592328,0.0667931891726719,0.0385630657488757,0.0110525966119724,0.0174116054614214,0.0100525951001752
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",52,0.0171123764888307,0.0111757286635447,0.00645230995228774,0.252891562527711,0.0821160479834706,0.047409722408045,0.00921944894734215,0.0142365020016386,0.00821944826296469
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",53,0.0179526900878678,0.0127422725476562,0.00735675448547686,0.25738541204826,0.0913524221043295,0.052742345493059,0.00737577724619472,0.0110431664962501,0.00637577514931588
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",54,0.0181512427109755,0.0125792974985914,0.0072626607970281,0.259271949142194,0.0898584489509147,0.0518797996907729,0.00663129568506769,0.00975368928096964,0.00563129513195979
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",55,0.0158837290413837,0.00902332524794306,0.00520961926088548,0.245306596626418,0.0709886239171325,0.0409853011279575,0.0061207079830184,0.00886932142956152,0.00512070511488666
1,"1q_L1_frobenius","1q","L1","frobenius","uniform",56,0.0190243888172847,0.0126083780448832,0.00727945045825789,0.265011468355942,0.093806798066286,0.0541593801153871,0.00663129894633317,0.00975368945169486,0.00563129523052804
