"alpha","alpha_name","case_num","case_id","system","library","loss","policy","n_step","n_eff","mean_scaled_proxy","se_scaled_proxy","mean_scaled_mse","mean_scaled_fro_sq","mean_scaled_bures_sq"
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",8,800,3.01817445737392,0.0289963896366383,1.29026478260528,5.16105913042113,3.27888715052351
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",9,900,3.04721023950922,0.0114946997272152,1.13032782137708,4.52131128550831,3.5251338638687
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",10,1000,2.99230677003974,0.0204985196921745,1.04369837657515,4.1747935063006,3.0449269310322
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",11,1100,3.00781449118986,0.000392862350534928,0.828923830870611,3.31569532348244,2.3741333221486
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",12,1200,3.00326543504386,0.0177545371468759,0.799060842747235,3.19624337098894,2.01507887143926
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",13,1300,2.98097066575911,0.00682568566580999,0.589214036707268,2.35685614682907,1.48149413299221
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",14,1400,2.9834961856982,0.0107334356016202,0.64854466472667,2.59417865890668,1.52334397194005
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",15,1500,2.98184630010109,0.00489389712524124,0.8057286034162,3.2229144136648,2.24500249137066
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",16,1600,2.97467392406089,0.0060662128252551,0.983310566304568,3.93324226521827,2.58530863139228
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",17,1700,2.99052486313488,0.00180022599495944,0.569677181522778,2.27870872609111,1.26499768717335
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",18,1800,2.98327685697501,0.00473714510478995,0.739236529659276,2.9569461186371,1.5960512315047
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",19,1900,2.97148297386568,0.000638132814337444,0.77069119141898,3.08276476567592,1.79994944624271
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",20,2000,2.9759251178565,0.00243680268243418,0.700919755033046,2.80367902013219,1.55420381079518
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",21,2100,2.97854628054524,0.0016140317809834,0.67314244905207,2.69256979620828,1.52916335366539
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",22,2200,2.97724101872312,0.00735686535946067,0.668430867572481,2.67372347028993,1.50102960413421
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",23,2300,2.97225219605288,0.00087462744134692,0.761412814445172,3.04565125778069,1.5408050462935
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",24,2400,2.97192802659781,0.000236959586682017,0.747923275782521,2.99169310313008,1.51679691627651
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",25,2500,2.97122716655333,0.00299298722485908,0.708727443513551,2.8349097740542,1.5024921018672
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",26,2600,2.97491212100363,0.00363731522048449,0.580385174868357,2.32154069947343,1.25387944734032
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",27,2700,2.97610890754822,0.00364469887757668,0.581023942865532,2.32409577146213,1.18291773915502
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",28,2800,2.97560709295006,0.00364237973386583,0.54582162101737,2.18328648406948,1.16939407824321
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",29,2900,2.97137423213447,0.000998484610110761,0.384330414584336,1.53732165833734,0.847741130150681
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",30,3000,2.96963620059445,0.00207049439688323,0.55306151325362,2.21224605301448,1.17092645164074
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",31,3100,2.97141465452863,0.00252509515020782,0.436260114189287,1.74504045675715,0.916734329968272
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",32,3200,2.97064529520834,0.00237240866548394,0.454336731765594,1.81734692706238,1.02461474525519
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",33,3300,2.97124232845323,0.000621183904281786,0.336262318500274,1.3450492740011,0.822572388572462
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",34,3400,2.97101267389366,0.000405209997169198,0.288278132035945,1.15311252814378,0.699495956681861
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",35,3500,2.97012000651432,0.001729445552904,0.351849485279102,1.40739794111641,0.789202891547658
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",36,3600,2.96978069319719,0.000979534006952498,0.492826886459757,1.97130754583903,1.02468629543599
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",37,3700,2.96829641920552,0.0012582965004635,0.532479579254277,2.12991831701711,1.10396636847909
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",38,3800,2.96909229779715,0.000729065911483584,0.573131994093702,2.29252797637481,1.1673438013923
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",39,3900,2.97027031629341,0.000680914331427917,0.598404821085021,2.39361928434008,1.24599539536523
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","exact",40,4000,2.9674466990533,0.000531348107798424,0.705683458774408,2.82273383509763,1.46005307708563
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",1,100,Inf,NA,10.1299998971541,40.5199995886165,30.5418807227462
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",2,200,Inf,NA,17.3838820650996,69.5355282603983,50.8298131018612
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",3,300,3.285,0,0.486105629578881,1.94442251831552,1.36913914347668
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",4,400,3.41578241276184,0,0.42489729140726,1.69958916562904,2.37050535159073
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",5,500,3.0197280159523,0,0.819232460039948,3.27692984015979,3.72097605492566
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",6,600,3.09115088547218,0.0399904118583794,0.436129950749739,1.74451980299896,2.48801986042442
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",7,700,3.07807308857817,0.101719202695399,0.586755478695799,2.3470219147832,1.72915178533407
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",8,800,3.08944098371986,0.0260499742866778,0.417459852957837,1.66983941183135,1.00146098552836
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",9,900,3.08493068509213,0.0165606963384686,0.480649931098226,1.9225997243929,1.06298519985776
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",10,1000,3.03360140687639,0.040968086038992,0.421248411634621,1.68499364653848,0.960202916298947
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",11,1100,3.00874371145988,0.00871946605322682,0.421784346983942,1.68713738793577,0.973632580946848
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",12,1200,2.98424475164158,0.0114910293797823,0.395575228207409,1.58230091282963,1.05542680687942
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",13,1300,2.98818422639042,0.0107017630747566,0.360863175839785,1.44345270335914,1.17790959312739
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",14,1400,2.98602459979427,0.0102115939887397,0.417475159585517,1.66990063834207,1.31762415998846
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",15,1500,2.97775458742021,0.00694602228565477,0.39198034540531,1.56792138162124,1.33438430031702
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",16,1600,2.97894398584738,0.00387875497091095,0.521100211419667,2.08440084567867,1.99663921881204
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",17,1700,2.98389968829451,0.00258792949921394,0.564157498900604,2.25662999560242,2.23047295231595
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",18,1800,2.97597751955053,0.00619270059012256,0.54757277914285,2.1902911165714,2.24034326177889
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",19,1900,2.97424649772933,0.00519047463649502,0.279657894495863,1.11863157798345,1.28311872029131
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",20,2000,2.97926374037501,0.00736379690989475,0.294407299886964,1.17762919954785,1.36103907442098
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",21,2100,2.98006082600279,0.00784383020801305,0.377825301339428,1.51130120535771,1.19336407313486
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",22,2200,2.98269803833345,0.00126177044524045,0.153785951179687,0.615143804718749,0.412282325178448
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",23,2300,2.97776972614958,0.00218921581518994,0.213205807585647,0.852823230342586,0.535146091538963
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",24,2400,2.97192078146499,0.000476490774413918,0.133979149077903,0.535916596311612,0.536497065332409
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",25,2500,2.9748008856509,0.00122146596928197,0.117991784576886,0.471967138307545,0.466793921085618
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",26,2600,2.97512523894866,0.000265385363886761,0.134962945827074,0.539851783308294,0.515202606643106
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",27,2700,2.96847725160373,0.00140164799668807,0.102834354300512,0.411337417202047,0.417098662176363
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",28,2800,2.97332677241867,0.000183883164103005,0.0835275672535899,0.33411026901436,0.501083412220371
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",29,2900,2.97541064661436,0.0038146453359742,0.146606830191674,0.586427320766696,0.46515541205826
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",30,3000,2.97095361656695,0.00350988872006774,0.130708077353371,0.522832309413483,0.448613946463006
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",31,3100,2.96833085082601,0.000432664256700077,0.338877244622697,1.35550897849079,0.82114990791341
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",32,3200,2.96979700487268,0.00139635847202824,0.339411775280561,1.35764710112224,0.803293881310197
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",33,3300,2.97018462282202,0.00141580655458284,0.45321473664568,1.81285894658272,1.11318665471298
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",34,3400,2.97018758495882,0.0010635735587019,0.545265140751737,2.18106056300695,1.32220246502184
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",35,3500,2.97176491508,0.00372407093328442,0.511327884846119,2.04531153938448,1.35162026613406
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",36,3600,2.96890170658585,0.00140646246095799,0.590670634939258,2.36268253975703,1.57284821491941
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",37,3700,2.97281615897167,7.51067347646295e-05,0.625471564727485,2.50188625890994,1.53084613556236
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",38,3800,2.9699940070842,0.000218038599698822,0.900725204077725,3.6029008163109,2.13478497840631
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",39,3900,2.96941765016865,0.000296903556401551,0.982541542239465,3.93016616895786,2.23933611837458
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","GI1",40,4000,2.97230722202827,0.00394546014682939,1.03858544960684,4.15434179842736,2.31295746343241
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",1,100,Inf,NA,10.1349997800091,40.5399991200364,30.5470291119508
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",2,200,Inf,NA,17.2265007352229,68.9060029408918,49.7019045250073
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",3,300,3.285,0,0.129536369330883,0.518145477323532,1.53513082288133
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",4,400,3.41578241276184,0,0.0862154642414169,0.344861856965668,0.508869076025942
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",5,500,3.0197280159523,0,0.0827699507664682,0.331079803065873,0.568777116822183
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",6,600,3.0511604736138,0,0.117588777878659,0.470355111514638,0.829979249350377
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",7,700,2.97635388588277,0,0.526075788591655,2.10430315436662,1.90956811240722
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",8,800,3.06339100943318,0,0.564638443208384,2.25855377283353,1.73572088124434
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",9,900,3.06836998875366,0,0.800420519685072,3.20168207874029,1.6279734142127
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",10,1000,2.9926333208374,0,0.440050528359153,1.76020211343661,0.889348221150943
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",11,1100,3.00002424540665,0,0.299579151654366,1.19831660661746,0.68314295258205
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",12,1200,2.9727537222618,0,0.418913583989624,1.6756543359585,0.942826051904122
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",13,1300,2.99888598946518,0,0.576510963603431,2.30604385441372,1.39842995499171
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",14,1400,2.99623619378301,0,0.563963506536782,2.25585402614713,1.39494853370032
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",15,1500,2.97080856513455,0,0.682790350222187,2.73116140088875,1.88336676509021
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",16,1600,2.97838627900067,0,0.552776759356928,2.21110703742771,1.66104650371146
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",17,1700,2.98066680831178,0,0.644044365399241,2.57617746159697,1.84062553850255
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",18,1800,2.97440383765498,0,0.545515358562087,2.18206143424835,1.70654051574775
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",19,1900,2.97000563815962,0,0.428722548740792,1.71489019496317,1.51848726734471
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",20,2000,2.97668288305087,0,0.317989419267249,1.271957677069,0.919689823066117
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",21,2100,2.98655186020353,0,0.348561392609462,1.39424557043785,0.892962633316108
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",22,2200,2.97599083767354,0,0.440901308563701,1.7636052342548,1.08859767323553
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",23,2300,2.97222421689477,0,0.327881168335944,1.31152467334377,0.930692705849922
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",24,2400,2.96811802342642,0,0.345722026414816,1.38288810565926,0.980597528353222
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",25,2500,2.96965133834712,0,0.409383671367085,1.63753468546834,1.15224266136776
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",26,2600,2.97025557369919,0,0.387919398296627,1.55167759318651,1.11866839217432
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",27,2700,2.97098962432839,0,0.354066411862394,1.41626564744958,1.15370954050601
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",28,2800,2.97398733362014,0,0.348527056030171,1.39410822412068,1.04904533228254
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",29,2900,2.97035268211523,0,0.384974467557271,1.53989787022908,1.13645651347699
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",30,3000,2.9682098545626,0,0.294316342650292,1.17726537060117,1.05711373541362
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",31,3100,2.96779120868905,0,0.285453903611699,1.1418156144468,1.04773207237379
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",32,3200,2.96875178438983,0,0.192061657925198,0.768246631700793,0.777368857024285
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",33,3300,2.97265253074051,0,0.196512191488369,0.786048765953477,1.03123142490014
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",34,3400,2.96932631705332,0,0.155732581564627,0.622930326258507,0.969442090169803
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",35,3500,2.96939475110665,0,0.21072754788348,0.84291019153392,1.24854941096297
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",36,3600,2.96852031542398,0,0.18927561489313,0.757102459572521,1.22800355378532
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",37,3700,2.96716913714241,0,0.167907722270681,0.671630889082725,1.23274121551451
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",38,3800,2.96819623093905,0,0.180852389480237,0.723409557920947,1.32743660545314
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",39,3900,2.9706054557592,0,0.160428367414435,0.641713469657742,1.19688239308358
0.9,"Case II",4,"1q_L2_frobenius","1q","L2","frobenius","oracle_GI1",40,4000,2.97022265570509,0,0.147968233945146,0.591872935780586,0.975294918135639
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",1,100,Inf,NA,10.2874915300735,41.149966120294,30.7047133338001
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",2,200,Inf,NA,17.5720995069013,70.2883980276053,49.3524213032601
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",3,300,2.91637283544264,0,0.731664375439008,2.92665750175603,2.90271495840644
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",4,400,3.38849711392352,0,0.337642963372866,1.35057185349146,2.03606910499774
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",5,500,3.3329660443033,0,0.246256004471542,0.98502401788617,1.89287116356157
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",6,600,2.91637283544264,0,0.235579129808625,0.9423165192345,1.6253070458514
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",7,700,3.05022139696429,0,0.276512415016708,1.10604966006683,1.85250742364783
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",8,800,3.08098623066692,0,0.342251072686702,1.36900429074681,1.77174880522379
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",9,900,3.19120425840408,0,0.672849789844821,2.69139915937928,3.05700310603107
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",10,1000,3.23308268610939,0,0.767441625382338,3.06976650152935,3.53848257828582
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",11,1100,2.66227828440943,0,0.775221352110332,3.10088540844133,1.75899546494838
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",12,1200,2.77952322307276,0,0.534753269698827,2.13901307879531,1.25350255219288
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",13,1300,2.8844270864423,0,0.772556355797823,3.09022542319129,1.71036453793431
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",14,1400,2.95310476169419,0,0.779384664035843,3.11753865614337,1.96883803714483
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",15,1500,2.78218021398675,0,0.743384664952566,2.97353865981026,1.51291356160887
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",16,1600,2.85028437235456,0,0.678148415434167,2.71259366173667,1.36983045322054
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",17,1700,2.90364209597509,0,0.679096047957594,2.71638419183038,1.37236731605149
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",18,1800,2.93721585481923,0,0.828155337683529,3.31262135073412,1.78363501615655
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",19,1900,2.95433642970387,0,0.944016098972442,3.77606439588977,2.10421404662208
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",20,2000,2.71968821069199,0,1.02561382563955,4.10245530255822,2.71035259745833
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",21,2100,2.78594782032142,0,1.18854218537297,4.75416874149188,3.03176996317852
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",22,2200,2.84533021031822,0,1.20508802924372,4.82035211697487,3.08487987537411
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",23,2300,2.89139092306887,0,1.2425852459007,4.97034098360282,3.65767979127439
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",24,2400,2.77952322307276,0,1.30519018956721,5.22076075826886,4.53010429431249
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",25,2500,2.82470823865055,0,1.07983018083451,4.31932072333804,4.12625058687638
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",26,2600,2.86424649860039,0,1.09204722367978,4.36818889471911,4.05430503345912
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",27,2700,2.88204915395734,0,0.954996607108972,3.81998642843589,4.18636219547406
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",28,2800,2.8925216186328,0,1.17591733589993,4.70366934359971,4.9465994936686
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",29,2900,2.74455332528475,0,1.22425142885387,4.89700571541546,4.843023204857
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",30,3000,2.79059079311011,0,1.27990265173233,5.11961060692933,4.95709907108544
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",31,3100,2.83201908345573,0,1.27068093595488,5.08272374381951,4.97307563201755
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",32,3200,2.86619714774791,0,1.35713449492271,5.42853797969086,5.52681798182952
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",33,3300,2.78277209573581,0,1.40854284769393,5.63417139077571,5.73181488032296
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",34,3400,2.81654905644754,0,1.36806071096738,5.47224284386953,5.97311735998012
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",35,3500,2.8473617428276,0,1.0341150987997,4.13646039519882,4.95428303092948
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",36,3600,2.85899527640441,0,0.806399711961041,3.22559884784416,5.12974792791163
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",37,3700,2.86649061059204,0,0.837807279582249,3.35122911832899,4.58679557109919
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",38,3800,2.75835721912705,0,0.733695212813501,2.93478085125401,3.61513089559347
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",39,3900,2.79360388167189,0,0.660998913588284,2.64399565435314,3.8855459513548
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","uniform",40,4000,2.82541706847631,0,0.796621856977922,3.18648742791169,4.25675492347422
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",1,100,Inf,NA,10.1699988928926,40.6799955715706,30.583082045116
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",2,200,Inf,NA,17.3894712462113,69.557884984845,48.853707496914
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",3,300,2.91637283544264,0,0.516660425761669,2.06664170304667,1.30327542882992
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",4,400,2.46663403905863,0,0.85607022829235,3.4242809131694,2.1041461336627
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",5,500,2.47276618929819,0.0144736404749055,1.08889882871335,4.35559531485341,2.83774452254532
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",6,600,2.45960201973932,0.103301076044253,0.685567386086054,2.74226954434422,1.39468138554506
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",7,700,2.34024210828753,0.0274634977020438,0.43834491314596,1.75337965258384,0.93416255935781
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",8,800,2.30136252295678,0.0218858998358002,0.458571204951879,1.83428481980751,0.979503766307488
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",9,900,2.31483284166536,0.00348422647811164,0.397070577175503,1.58828230870201,1.00512499422276
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",10,1000,2.30276157695011,0.00462008179423057,0.39539762307335,1.5815904922934,0.937553214263476
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",11,1100,2.2710096207335,0.00886784820412734,0.258111452096163,1.03244580838465,0.682673921742394
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",12,1200,2.27785695484675,0.0102942859743396,0.246948955360732,0.987795821442929,0.803226362934861
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",13,1300,2.26895450790254,0.00595987731392467,0.251985016538929,1.00794006615572,0.828044195983679
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",14,1400,2.262395323015,0.00673728164000353,0.287480624026149,1.1499224961046,0.727100130769376
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",15,1500,2.2677234070339,0.00103837218698088,0.509530452269533,2.03812180907813,1.18372023909452
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",16,1600,2.26580054813147,0.00108445426519888,0.393028326681296,1.57211330672518,0.806845380092547
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",17,1700,2.25256473519761,0.00023765378799312,0.358610006079837,1.43444002431935,0.792797137300705
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",18,1800,2.26314463159888,0.000281442442888524,0.32263561917127,1.29054247668508,0.686995241364419
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",19,1900,2.26245001140689,0.000287926915915726,0.376583306565627,1.50633322626251,0.834771612267504
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",20,2000,2.25950831340939,0.00226470415820357,0.43340365746609,1.73361462986436,0.896833492082916
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",21,2100,2.25748143385328,0.00413487571045135,0.393881801754328,1.57552720701731,0.866575553359816
0.9,"Case II",5,"1q_L2_bures","1q","L2","bures","exact",22,2200,2.26209221707108,0.00928254463486811,0.410939968013384,1.64375987205353,0.909682211744944
