"alpha","alpha_name","case_num","case_id","system","library","loss","policy","n_step","n_eff","mean_scaled_proxy","se_scaled_proxy","mean_scaled_mse","mean_scaled_fro_sq","mean_scaled_bures_sq"
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",24,2400,7.46064144124673,0.00188185929121598,2.80577631572064,11.2231052628825,6.99347889272985
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",25,2500,7.48779996227862,0.0142654335469001,2.2754695489261,9.10187819570438,5.96390644772543
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",26,2600,7.48033798129899,0.00269013806834462,2.19810617262836,8.79242469051345,6.14009411058212
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",27,2700,7.4713615001342,0.00252973367379239,2.69890585936754,10.7956234374701,7.42559692473203
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",28,2800,7.45945067793461,0.00217821977792232,2.93534652666043,11.7413861066417,7.97350568248212
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",29,2900,7.46399700017844,0.00114298791114997,2.8804501928484,11.5218007713936,7.6809252944778
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",30,3000,7.45722691166732,0.00390070612092241,3.03809423525395,12.1523769410158,8.05260128148999
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",31,3100,7.47710260474841,0.000204520450894474,3.06739899639794,12.2695959855918,8.17948859711509
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",32,3200,7.46905217408125,0.00394545435934557,3.08313113791425,12.332524551657,8.34721147038735
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",33,3300,7.45951297780078,0,2.95216808796673,11.8086723518669,8.11345266701896
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",34,3400,7.45967607592809,0.00223330627157248,3.12285797256318,12.4914318902527,8.6386948632784
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",35,3500,7.45730587463323,0.00216790354113172,2.94836054019508,11.7934421607803,8.23335805228409
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",36,3600,7.46763633389091,0.0128339759742406,2.8458391100703,11.3833564402812,7.98020131946022
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",37,3700,7.46509844239472,0.00420449261427303,2.53836226168049,10.1534490467219,7.24838749608767
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",38,3800,7.46531010796936,0.000543894404332334,2.65514876255114,10.6205950502045,7.47070778294063
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",39,3900,7.45821188336792,0.00117578637855642,2.65690301464537,10.6276120585815,8.6249045021786
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","exact",40,4000,7.46194065998876,0.000257073617468961,2.3000855552131,9.20034222085238,7.85619343110922
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",1,100,Inf,NA,10.0693023130634,40.2772092522537,30.3222735983369
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",2,200,Inf,NA,20.1325899979499,80.5303599917997,60.5939896842439
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",3,300,15.9003819281409,0,0.571580872890945,2.28632349156378,3.66486368321544
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",4,400,8.0340508723703,0,0.507958973717918,2.03183589487167,3.06321581939661
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",5,500,7.58042824767383,0,0.661743366109718,2.64697346443887,3.90718208225654
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",6,600,7.54616302726892,0,0.791262435862468,3.16504974344987,4.76438483166803
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",7,700,7.64517953920436,0,1.24008875953525,4.96035503814099,5.94742987309934
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",8,800,7.57032517645971,0,1.05429561641933,4.21718246567731,5.56249100953075
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",9,900,7.77439561870494,0,1.17412179569885,4.69648718279539,6.38823540867863
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",10,1000,7.58042824767383,0,0.890204845446689,3.56081938178676,3.2358977030249
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",11,1100,7.47087045280352,0,0.931941465418344,3.72776586167338,3.31027970818282
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",12,1200,7.48998469769464,0,0.553425547329598,2.21370218931839,2.25859134126569
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",13,1300,7.47257159377341,0,0.750140661765838,3.00056264706335,2.69061644047718
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",14,1400,7.5163361297239,0,0.82028837639817,3.28115350559268,2.87329919974895
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",15,1500,7.5074275333001,0,0.949275563180305,3.79710225272122,3.56076283346224
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",16,1600,7.480318004086,0,1.12382395677406,4.49529582709622,3.99139160263022
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",17,1700,7.48106545071654,0,1.14378688414273,4.57514753657091,4.21181383804268
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",18,1800,7.4961644188482,0,0.964681772121888,3.85872708848755,3.98696745710956
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",19,1900,7.46585400237369,0,1.01149946914115,4.04599787656459,4.16284353557934
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",20,2000,7.4979305974292,0.00732206631791277,0.957565017219293,3.83026006887717,4.1234152271401
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",21,2100,7.50645107922621,0.0125184162052405,0.916975392632774,3.66790157053109,4.25729837201694
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",22,2200,7.49911018491585,0.0282397321123238,0.917475816865627,3.66990326746251,4.37367842730239
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",23,2300,7.52372406778883,0.0299809823684547,1.08054289889417,4.32217159557669,4.78548687626005
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",24,2400,7.45875958195551,0,1.13428288404945,4.53713153619782,5.14634456762231
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",25,2500,7.47353452873172,0,0.995860021535746,3.98344008614299,5.35696696656429
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",26,2600,7.48652269344567,0,0.969415761712223,3.87766304684889,5.55645612103246
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",27,2700,7.49171015261655,0.017818918808552,1.16669538660875,4.666781546435,5.56437072424039
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",28,2800,7.50512714866213,0.0302307623394786,1.31691684798202,5.26766739192809,5.92401635520927
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",29,2900,7.5023334552836,0.0217920020631026,1.40583893802252,5.6233557520901,6.30584117231202
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",30,3000,7.46112761778825,0,1.09790986560239,4.39163946240956,3.60393726338726
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",31,3100,7.47059469327393,0.00671243192537663,1.08934420701282,4.3573768280513,3.58677688179455
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",32,3200,7.47271236190395,0.0076056421820474,1.30603640342718,5.22414561370871,4.19166248721368
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",33,3300,7.47606362187277,0.00519316906924594,1.38093933960879,5.52375735843518,4.19670001496677
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",34,3400,7.48681144658811,0.00557584930019628,1.08048862311905,4.3219544924762,3.65250045264558
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",35,3500,7.45947377817437,0,1.0434286823988,4.17371472959521,3.28609397524204
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",36,3600,7.46089144007599,0.0060890821593258,1.21622811064915,4.86491244259658,3.63610118375082
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",37,3700,7.46700866955523,0.00611471977477684,1.13700399827945,4.5480159931178,3.51824166323407
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",38,3800,7.46604186901351,0.00621097752514554,1.11375458479154,4.45501833916615,4.39914246529136
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",39,3900,7.4723891473074,0.000690731224057384,1.25073917736377,5.00295670945508,4.66967777774101
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","GI1",40,4000,7.47551432435285,0.000416892360465937,1.00017088768022,4.00068355072086,4.24641882385401
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",1,100,Inf,NA,10.1755164455601,40.7020657822403,30.3882191294248
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",2,200,Inf,NA,20.8738292636022,83.4953170544089,61.2780806443867
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",3,300,15.9003819281409,0,1.30236228662679,5.20944914650715,8.68589431021163
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",4,400,8.0340508723703,0,0.901540695724934,3.60616278289974,2.1735976743785
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",5,500,7.58042824767383,0,0.707551105495218,2.83020442198087,1.99591344529992
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",6,600,7.54616302726892,0,0.89879292860419,3.59517171441676,2.56743885915978
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",7,700,7.64517953920436,0,0.972432829487277,3.88973131794911,2.8134276979638
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",8,800,7.77334359663442,0,1.08351142141113,4.33404568564454,3.70575040396641
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",9,900,7.56442933043323,0,0.80275667092143,3.21102668368572,3.34041992866944
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",10,1000,7.58042824767383,0,1.05766104245084,4.23064416980338,4.05319512572611
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",11,1100,7.47087045280352,0,1.31175363220677,5.24701452882708,4.74159456702515
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",12,1200,7.48998469769464,0,1.49765691257715,5.99062765030859,5.22685023943299
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",13,1300,7.47257159377341,0,1.73514671946186,6.94058687784744,5.78821634006975
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",14,1400,7.53720843981223,0,1.54761354445449,6.19045417781797,4.32156117614098
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",15,1500,7.5074275333001,0,1.61738498232279,6.46953992929116,4.11949599611738
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",16,1600,7.480318004086,0,1.94149997524547,7.76599990098188,4.75568448637453
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",17,1700,7.45744276965651,0,1.63245516916779,6.52982067667115,4.17390271835684
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",18,1800,7.47248388866819,0,2.59907645810067,10.3963058324027,5.89877345141119
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",19,1900,7.46585400237369,0,3.21961935938009,12.8784774375204,6.84497054433226
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",20,2000,7.49060853111129,0,3.04280347423019,12.1712138969208,6.27186437525662
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",21,2100,7.49393266302097,0,2.96627213670171,11.8650885468068,6.09116426406665
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",22,2200,7.45985960628082,0,2.89546488624048,11.5818595449619,5.95930939065417
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",23,2300,7.46373202812336,0,3.34066435646639,13.3626574258655,6.73919529318952
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",24,2400,7.45875958195551,0,4.05793964324758,16.2317585729903,8.16726353041597
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",25,2500,7.49178143956623,0,3.77038809247133,15.0815523698853,7.90120419114554
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",26,2600,7.47764784323064,0,3.95885091165068,15.8354036466027,8.2860352636912
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",27,2700,7.46883176646041,0,2.8951311395406,11.5805245581624,5.9541249179753
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",28,2800,7.45727245815668,0,2.90307103907398,11.6122841562959,5.94481267598428
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",29,2900,7.46285401226729,0,3.69635478550097,14.7854191420039,7.63165535066716
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",30,3000,7.4533262055464,0,4.38652127646279,17.5460851058512,9.01185743068633
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",31,3100,7.47689808429752,0,4.60969869366053,18.4387947746421,9.37571944900091
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",32,3200,7.4729976284406,0,4.23504006413363,16.9401602565345,8.52596857680368
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",33,3300,7.45951297780078,0,3.59269197373119,14.3707678949248,7.20207304060532
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",34,3400,7.45744276965651,0,3.19254677892281,12.7701871156912,6.4049178516046
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",35,3500,7.4551379710921,0,3.57292771325771,14.2917108530308,7.178468730345
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",36,3600,7.45480235791667,0,3.61025957957624,14.441038318305,7.27426970623064
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",37,3700,7.469302935009,0,3.83512303542883,15.3404921417153,7.69066893651032
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",38,3800,7.46476621356503,0,3.19283103244365,12.7713241297746,6.41910565900696
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",39,3900,7.45703609698937,0,3.03902940199979,12.1561176079992,6.11117040353608
0.9,"Case II",9,"1q_L3_observable","1q","L3","observable","oracle_GI1",40,4000,7.45997564322232,0,3.35395362958967,13.4158145183587,6.72860389348084
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",1,100,Inf,NA,3.79749998714429,60.7599997943086,56.3932121442808
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",2,200,Inf,NA,7.6331234419619,122.12997507139,113.049560090839
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",3,300,Inf,NA,8.26962911727619,132.314065876419,116.13074677921
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",4,400,Inf,NA,11.0320471678498,176.512754685597,155.641332860519
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",5,500,Inf,NA,14.0527090897594,224.84334543615,200.125813682862
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",6,600,Inf,NA,15.9269188690556,254.830701904889,234.417883073136
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",7,700,Inf,NA,18.6229685036376,297.967496058201,276.171614144645
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",8,800,Inf,NA,21.3638929332415,341.822286931864,316.213725162246
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",9,900,Inf,NA,19.8895645764206,318.23303322273,317.16740406821
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",10,1000,Inf,NA,21.8528068666705,349.644909866728,353.705137866818
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",11,1100,Inf,NA,23.617843261503,377.885492184048,382.229839146564
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",12,1200,Inf,NA,2.27303290187611,36.3685264300177,79.7082090855076
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",13,1300,Inf,NA,2.43463965361949,38.9542344579118,76.5458529330246
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",14,1400,Inf,NA,2.45917826232165,39.3468521971463,79.2637066789995
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",15,1500,47.1375,0,2.11634335007823,33.8614936012517,60.1666339568018
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",16,1600,48.28,0,2.2555358965972,36.0885743455552,64.4361862156611
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",17,1700,49.1725,0,2.34773224898076,37.5637159836921,67.6979260296548
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",18,1800,51.3611239888926,0,2.46683495070579,39.4693592112927,70.591289739796
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",19,1900,51.8395197660533,0,2.67773770702285,42.8438033123656,85.1371653046056
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",20,2000,52.067915543214,0,2.6449839605194,42.3197433683103,92.8481971179094
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",21,2100,52.36875,0,2.44499185130072,39.1198696208114,88.9868402096904
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",22,2200,52.1125,0,2.63985772087425,42.2377235339879,94.8308703521961
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",23,2300,51.60625,0,2.8974795873241,46.3596733971856,101.052385288377
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",24,2400,51.2185013481432,0,2.64786080714285,42.3657729142857,102.893888592633
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",25,2500,50.2276055709825,0,2.41150146105811,38.5840233769298,101.811217328337
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",26,2600,48.9867097938218,0,2.40028977840616,38.4046364544986,102.584351224073
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",27,2700,49.815,0,2.47804383859102,39.6487014174563,97.6605739590683
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",28,2800,48.16,0,2.3504576151989,37.6073218431823,97.6999214007022
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",29,2900,46.255,0,1.9338406513034,30.9414504208543,113.046528277637
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",30,3000,47.1375,0,2.00022893436625,32.00366294986,109.73928046832
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",31,3100,47.4170833333333,0,1.99841466614441,31.9746346583106,108.137621510419
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",32,3200,47.6133333333333,0,1.94753276910697,31.1605243057115,124.80648999426
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",33,3300,48.6711035487677,0,1.87906948058391,30.0651116893425,108.460250087395
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",34,3400,48.7293188078213,0,1.96764330992126,31.4822929587402,109.763196985076
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",35,3500,48.7042007335415,0,1.67905928897828,26.8649486236524,113.611862862993
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",36,3600,48.78,0,1.72598251502399,27.6157202403839,116.074136580776
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",37,3700,48.5933333333333,0,1.3433927853406,21.4942845654496,103.448111295011
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",38,3800,48.3233333333333,0,1.38601265195579,22.1762024312926,97.7219755434616
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",39,3900,48.1696048969109,0,1.38101394596758,22.0962231354813,100.236971710327
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","uniform",40,4000,47.738056304524,0,1.28210826030485,20.5137321648777,100.634707635001
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",1,100,Inf,NA,3.79968743080578,60.7949988928924,56.4082709231931
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",2,200,Inf,NA,7.62749885262346,122.039981641975,113.010923566835
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",3,300,Inf,NA,8.23805620125136,131.808899220022,114.373473627037
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",4,400,Inf,NA,10.9866232285455,175.785971656727,152.707031244158
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",5,500,Inf,NA,13.7457789454482,219.93246312717,191.042749926233
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",6,600,Inf,NA,15.4580184632672,247.328295412275,219.836850090031
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",7,700,Inf,NA,18.0532704548462,288.852327277539,260.823660580565
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",8,800,Inf,NA,20.7084612110414,331.335379376662,299.565396434223
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",9,900,Inf,NA,19.7907357593784,316.651772150054,310.746996071234
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",10,1000,Inf,NA,18.7743590332997,300.389744532796,307.390109375293
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",11,1100,Inf,NA,19.9931527191926,319.890443507082,327.528593427258
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",12,1200,Inf,NA,1.84420135431775,29.507221669084,63.2684077233714
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",13,1300,Inf,NA,2.15758429122423,34.5213486595876,68.9902127846982
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",14,1400,Inf,NA,1.99228400905518,31.876544144883,68.8259814477551
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",15,1500,47.1375,0,2.20074100527886,35.2118560844617,75.2038913243178
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",16,1600,48.28,0,2.41795845606442,38.6873352970308,81.9294570681755
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",17,1700,49.1725,0,2.62770413873038,42.0432662196861,83.5505905081768
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",18,1800,49.815,0,2.68727303890031,42.996368622405,91.8905386617029
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",19,1900,50.2075,0,2.93604423310208,46.9767077296332,90.7741058265261
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",20,2000,50.35,0,3.1114109603394,49.7825753654303,93.027065257943
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",21,2100,50.2425,0,3.4113731564154,54.5819705026465,101.772408787754
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",22,2200,49.885,0,3.40198820056062,54.4318112089699,105.166360011194
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",23,2300,49.2775,0,3.56858784464531,57.097405514325,109.066264376557
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",24,2400,48.42,0,3.70337791591524,59.2540466546439,113.373549253758
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",25,2500,47.3125,0,3.63203214374209,58.1125142998735,118.552921517827
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",26,2600,46.3542097938218,0,3.08054878939655,49.2887806303449,109.59310773649
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",27,2700,45.1766280333222,0,3.2016229482244,51.2259671715904,114.503865920615
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",28,2800,45.6831698123341,0,3.38377462385203,54.1403939816324,119.662856359605
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",29,2900,46.1063782580127,0,3.83659607459637,61.3855371935419,118.433091816567
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",30,3000,46.446253370358,0,3.99549354361872,63.9278966978994,122.123438569768
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",31,3100,46.7027951493699,5.02429586778808e-15,4.08662899876499,65.3860639802398,127.386869524148
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",32,3200,46.8760035950485,7.105427357601e-15,4.2720336109008,68.3525377744128,133.912178494073
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",33,3300,46.9658787073938,7.105427357601e-15,4.7198173289242,75.5170772627871,137.615848090611
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",34,3400,46.9724204864057,7.105427357601e-15,4.80834274052168,76.933483848347,141.49735924914
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",35,3500,46.8956289320843,0,4.82705885199958,77.2329416319933,146.748379126852
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",36,3600,46.7355040444296,5.02429586778808e-15,4.73595885048014,75.7753416076823,153.485303051388
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",37,3700,46.4920458234415,0,4.07772119562729,65.2435391300366,144.716686090866
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",38,3800,46.3597410917512,0,3.30807947905299,52.9292716648478,108.95403217346
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",39,3900,46.1045043814654,0.0498347938217947,3.19209204496718,51.0734727194748,107.996080245969
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","exact",40,4000,45.7736148559533,5.02429586778808e-15,3.30274037666334,52.8438460266134,128.246189348675
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",1,100,Inf,NA,3.8496660717009,61.5946571472145,56.7573778605371
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",2,200,Inf,NA,7.71749938614686,123.47999017835,113.64390690758
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",3,300,Inf,NA,8.3689500919635,133.903201471416,115.761002832642
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",4,400,Inf,NA,11.225163255422,179.602612086752,157.114813506865
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",5,500,Inf,NA,14.057854932586,224.925678921376,196.08574530483
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",6,600,Inf,NA,15.8851625310083,254.162600496133,237.522326057053
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",7,700,Inf,NA,18.4587370590719,295.339792945151,277.611617218454
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",8,800,Inf,NA,22.3733323212837,357.973317140539,325.908009103444
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",9,900,Inf,NA,12.2512655314086,196.020248502538,222.070909222409
0.9,"Case II",10,"2q_A_frobenius","2q","A","frobenius","GI1",10,1000,Inf,NA,10.3666883182251,165.867013091601,201.924792770936
