"pilot_alpha","pilot_cases","n_rep","n_total","cvx_solver_preference","cvx_success_rate","pgd_success_rate","mean_cvx_train_loss","mean_pgd_train_loss","mean_cvx_runtime_sec","mean_pgd_runtime_sec","chosen_solver","decision_reason"
0.9,"1,11",1,15,"SCS",1,1,479.718100272346,479.718100272346,0.0303,0.0278333333333333,"PGD","cvxr_unavailable"
