"metric","policy","mean_abs_rel_gap_final","q90_abs_rel_gap_final","max_abs_rel_gap_final","mean_abs_rel_gap_tail","q90_abs_rel_gap_tail","max_abs_rel_gap_tail"
"scaled_bures_squared","exact",0.709415651533864,1.65061211522304,2.36902485000266,0.617432450716214,1.33447478422132,1.85383597131525
"scaled_frobenius_mse","exact",0.200486417736987,0.281893614112168,0.313184236207337,0.296532132074945,0.50879236602798,0.608963982314097
"scaled_bures_squared","GI1",0.607714224323147,0.847339995527366,0.974951507964586,0.608270066982532,0.972638325827954,0.973750392395002
"scaled_frobenius_mse","GI1",0.161315055745646,0.288619432897354,0.40028653548655,0.209591430400136,0.428234422143538,0.465985378214317
"scaled_bures_squared","oracle_GI1",0.853783042606545,1.8683269854033,2.59952779684676,0.653565408077292,1.52761926874766,2.11658323012782
"scaled_frobenius_mse","oracle_GI1",0.482420641478953,0.697405520459116,0.800499876296603,0.517958142155717,0.652992435155925,0.670146760635443
"scaled_bures_squared","uniform",0.620102809134207,1.16860661059964,1.35308411046047,0.808874484285637,1.5661074575854,1.94275504309134
"scaled_frobenius_mse","uniform",0.681736440680787,1.15492756983661,1.16397874704694,0.891103103008112,1.98503788587503,2.80083647030384
